40 100
0 1 6
1 2 7
2 3 6
3 4 2
4 5 4
5 6 10
6 7 9
7 8 1
8 9 8
9 10 2
10 11 9
11 12 6
12 13 7
13 14 3
14 15 9
15 16 5
16 17 3
17 18 7
18 19 9
19 20 8
20 21 8
21 22 10
22 23 9
23 24 9
24 25 1
25 26 6
26 27 4
27 28 7
28 29 10
29 30 6
30 31 9
31 32 3
32 33 4
33 34 6
34 35 6
35 36 9
36 37 5
37 38 5
38 39 6
39 40 2
30 8 1
30 13 7
21 10 10
5 1 5
34 18 6
33 3 10
0 6 3
17 9 8
34 25 8
36 4 6
9 11 1
30 20 5
36 21 5
17 3 9
38 18 2
29 7 4
19 25 7
8 22 6
7 7 3
13 38 6
30 39 5
20 27 10
10 5 9
21 0 4
14 34 5
4 33 1
9 32 1
5 22 9
29 26 1
18 13 10
35 23 9
18 24 2
31 37 5
21 13 5
22 20 4
11 35 8
33 17 8
27 0 10
15 13 4
24 16 9
10 38 2
5 8 5
28 34 10
25 9 9
10 31 3
24 32 6
32 31 9
33 24 9
34 11 9
31 7 5
16 39 2
20 35 8
11 5 2
35 36 10
37 4 7
33 4 9
20 37 4
12 26 2
31 12 10
20 12 10
