1000 1143
563 571 10
380 912 8
744 622 8
773 602 8
289 822 1
202 888 3
864 294 6
29 506 6
670 520 4
775 222 7
924 156 7
237 622 1
781 718 1
814 802 7
635 369 2
239 589 4
191 211 1
72 198 7
304 190 9
546 921 8
207 505 2
751 563 10
625 518 7
245 912 3
431 227 1
711 198 2
431 809 3
53 749 1
671 377 9
635 642 1
653 492 3
755 575 4
411 877 8
553 831 2
77 394 10
824 329 3
12 315 3
276 264 1
768 546 4
214 121 7
300 454 6
406 557 10
32 469 6
48 209 6
764 167 5
321 763 5
545 651 7
932 431 4
910 305 1
522 928 6
351 841 7
939 672 9
11 887 6
848 518 10
89 915 3
842 84 3
783 482 10
548 503 8
498 107 7
50 859 8
116 466 6
478 111 9
428 565 10
780 369 6
955 174 3
656 942 6
441 602 10
721 721 10
79 954 3
572 313 8
197 8 10
455 997 10
647 717 1
631 414 7
305 221 8
791 849 6
782 646 10
676 111 9
282 533 10
496 99 3
82 535 2
874 418 8
487 926 2
288 594 5
668 429 9
814 574 9
97 974 4
714 623 8
926 363 2
678 243 9
298 786 9
236 927 2
413 901 5
385 413 8
754 364 3
312 375 6
741 754 4
132 687 3
585 878 7
412 665 1
423 44 6
98 402 3
737 160 9
273 393 5
427 760 6
145 219 6
448 289 8
924 924 6
144 695 7
166 288 8
841 41 7
423 270 7
6 440 4
911 225 7
341 696 1
305 28 5
912 582 1
50 422 8
165 647 5
859 722 8
80 463 7
198 273 3
258 521 5
901 883 9
161 413 7
24 181 6
872 343 5
495 98 4
705 548 10
754 436 1
485 719 8
624 90 2
650 49 7
668 82 5
131 190 9
996 921 7
983 20 2
879 36 1
244 615 9
897 596 6
620 621 3
765 645 1
658 911 9
420 291 4
477 933 9
615 450 4
107 528 6
234 359 10
430 444 9
267 211 10
600 248 1
1000 675 9
400 225 9
292 349 4
421 988 3
477 894 6
440 101 2
170 133 6
35 738 6
75 542 10
101 513 4
164 325 4
962 86 4
358 977 9
900 745 2
98 736 9
141 512 6
745 232 10
458 868 3
205 452 7
931 233 4
807 441 9
79 761 5
85 180 1
558 575 6
872 828 6
616 885 5
2 205 5
605 880 4
11 517 5
107 837 9
496 829 3
919 9 7
860 349 10
226 897 3
333 727 6
923 289 7
275 616 6
638 866 10
172 371 2
387 182 7
955 664 1
519 526 8
845 856 8
832 246 3
663 940 1
969 405 10
697 704 7
948 152 8
999 538 6
387 819 3
121 237 5
119 983 3
988 454 7
544 883 7
593 617 5
488 552 9
315 49 1
191 935 6
405 701 8
931 11 2
628 838 8
522 522 8
180 651 10
120 978 3
128 278 1
450 699 10
288 829 8
414 301 1
716 59 5
70 101 6
601 963 2
512 123 9
170 974 7
21 410 2
425 192 9
951 170 4
68 553 6
478 340 9
134 616 4
865 376 2
795 726 3
43 343 9
658 184 1
316 451 2
868 755 8
457 952 9
486 715 3
846 944 2
335 184 5
642 388 5
51 131 7
851 452 4
572 901 9
377 74 7
901 307 10
968 439 6
705 986 7
319 557 5
430 978 9
310 921 8
502 45 6
953 853 2
823 835 8
302 798 9
99 721 9
7 416 9
784 449 4
723 304 4
481 655 6
462 395 3
566 821 9
43 391 6
158 973 4
414 707 7
460 427 7
678 348 4
836 923 7
826 275 7
948 438 9
545 853 2
482 693 2
570 434 5
150 317 7
348 11 3
718 153 3
464 827 10
678 596 9
909 69 3
571 700 10
857 551 6
176 781 7
56 584 2
260 796 2
254 811 5
614 197 8
922 22 10
999 73 3
632 58 8
281 670 9
625 335 7
425 137 4
237 909 7
396 232 2
511 640 10
694 534 8
285 190 7
719 262 4
619 462 9
350 36 9
486 910 10
107 473 7
288 81 3
794 911 4
118 511 4
658 343 6
961 347 5
499 868 4
134 392 8
12 475 7
908 564 7
40 734 2
462 713 3
545 25 5
30 95 10
941 807 9
61 619 3
676 950 6
282 64 2
612 457 6
421 766 9
540 506 9
73 477 6
881 150 2
154 341 1
399 290 10
888 315 9
163 118 1
582 365 3
247 83 6
943 316 10
327 140 8
236 676 6
246 369 2
186 178 2
787 702 10
168 922 4
357 560 3
698 798 5
765 348 5
235 314 2
453 278 10
422 184 5
598 723 7
65 522 2
295 573 7
946 651 4
897 776 5
753 906 1
470 435 7
434 119 6
145 869 7
846 825 2
571 627 3
877 42 6
303 500 2
355 174 5
535 329 7
685 829 4
762 101 9
632 968 3
288 621 4
306 181 9
232 955 4
559 944 3
398 772 7
168 63 5
92 276 8
666 923 10
387 762 9
325 489 8
380 381 3
826 378 6
203 249 10
334 597 1
473 446 9
136 389 10
301 691 3
974 709 8
135 295 7
593 680 8
991 77 4
508 792 5
401 186 5
207 636 2
26 547 6
190 542 4
242 763 3
443 368 1
283 258 9
924 89 4
522 499 1
211 610 7
673 791 1
356 486 5
171 840 2
296 910 1
766 546 3
85 98 1
661 405 5
810 79 2
812 153 10
240 245 9
372 398 8
200 229 10
925 601 1
240 736 2
883 634 9
936 506 9
206 505 2
327 542 2
298 120 2
923 476 3
928 197 10
15 726 8
126 914 3
468 20 5
757 990 3
544 681 10
242 17 3
77 636 6
171 510 6
415 128 5
548 275 4
118 81 8
656 638 2
67 695 9
790 836 2
737 160 8
667 80 10
171 135 2
878 741 10
109 505 1
727 917 3
843 676 6
577 985 10
658 403 1
623 119 1
908 982 1
387 171 8
122 765 7
251 379 7
791 450 1
89 811 5
682 63 7
635 976 5
43 468 7
107 128 6
482 641 7
533 974 7
577 666 10
67 51 7
282 880 7
184 321 2
174 683 5
615 582 6
602 769 1
335 793 5
448 960 10
443 381 7
926 936 9
626 531 1
911 384 2
238 415 6
19 583 10
199 131 9
922 338 1
822 132 5
934 358 1
26 781 10
605 79 7
246 147 2
197 600 8
818 804 3
233 90 9
556 536 3
635 562 10
677 917 4
907 739 10
863 766 2
461 823 3
666 626 4
158 123 3
99 768 1
294 381 6
786 503 8
170 242 3
969 313 2
347 809 2
75 238 6
366 824 10
956 359 9
186 442 8
706 731 6
614 508 8
653 720 9
648 730 7
506 994 10
895 230 8
468 548 4
297 351 9
424 265 2
489 998 9
102 523 1
339 879 4
100 615 9
341 998 2
564 242 8
864 477 3
977 137 1
922 822 5
336 869 4
303 651 9
135 985 3
981 281 8
69 522 10
310 871 9
751 717 6
2 878 3
44 681 8
974 471 7
493 440 2
320 335 9
856 733 9
226 66 2
957 595 1
282 769 9
911 873 7
625 949 3
151 607 7
178 997 3
94 45 7
576 899 4
454 165 6
330 193 10
167 113 6
355 574 7
985 812 5
898 812 9
567 9 10
282 947 5
553 403 7
576 944 3
412 379 4
631 574 6
139 349 5
604 238 4
574 736 3
337 793 4
127 945 10
188 496 4
13 32 8
692 17 5
111 193 3
115 624 6
153 698 3
560 258 10
373 423 5
17 765 3
678 359 10
964 976 1
646 974 5
60 685 9
980 405 5
626 465 10
604 575 10
244 590 1
199 936 9
750 810 9
571 664 4
976 747 7
917 75 5
670 720 10
851 982 3
314 797 2
571 767 1
943 945 3
410 111 7
349 512 1
301 325 5
734 750 4
586 336 1
101 197 9
300 740 1
329 214 2
754 868 3
674 983 5
407 791 3
524 233 10
339 910 8
167 24 10
125 435 6
434 354 5
643 385 2
907 132 5
538 736 3
864 194 7
425 481 3
410 639 4
699 189 5
36 140 3
926 672 3
137 11 4
918 426 9
95 30 10
241 574 9
649 434 6
617 966 1
317 986 10
240 105 2
780 690 1
410 387 3
865 268 6
440 464 1
712 542 10
560 999 2
152 430 6
6 375 10
104 605 2
56 816 3
724 474 7
92 648 4
794 217 2
781 84 1
244 830 7
386 733 3
200 75 5
330 376 5
765 599 1
907 157 5
487 107 2
715 56 10
964 838 10
347 237 2
847 3 7
418 288 1
608 981 6
994 687 8
749 645 4
28 621 7
496 788 8
581 206 2
398 984 6
939 981 10
562 468 1
78 108 1
756 952 1
865 818 4
581 898 10
875 907 5
117 808 8
718 497 7
