40 100
0 1 7
1 2 9
2 3 3
3 4 4
4 5 2
5 6 4
6 7 3
7 8 7
8 9 4
9 10 3
10 11 3
11 12 8
12 13 2
13 14 5
14 15 9
15 16 1
16 17 2
17 18 1
18 19 8
19 20 7
20 21 10
21 22 7
22 23 3
23 24 1
24 25 8
25 26 5
26 27 9
27 28 5
28 29 8
29 30 7
30 31 1
31 32 10
32 33 1
33 34 6
34 35 4
35 36 1
36 37 7
37 38 2
38 39 8
39 40 1
31 5 8
34 23 5
10 25 8
12 22 9
30 18 8
8 6 6
37 5 7
4 11 3
27 12 10
32 26 6
7 23 4
18 21 8
35 34 7
16 3 9
37 36 7
37 11 5
30 28 3
11 23 4
21 13 9
0 29 9
13 35 3
35 9 9
0 25 10
39 2 5
30 16 2
28 24 9
28 15 9
23 29 8
14 38 3
5 11 3
39 39 10
33 34 6
33 30 2
35 33 3
10 6 10
5 12 4
1 24 6
10 13 6
7 35 2
23 5 9
35 4 1
2 17 7
38 31 9
33 20 5
2 24 8
7 14 1
34 25 5
36 35 7
13 32 5
3 3 3
12 28 3
36 29 6
9 20 10
32 13 8
36 20 2
27 8 8
38 4 4
19 33 6
15 23 10
1 10 8
