200 500
0 1 9
1 2 2
2 3 6
3 4 4
4 5 7
5 6 5
6 7 5
7 8 9
8 9 8
9 10 10
10 11 5
11 12 10
12 13 6
13 14 4
14 15 2
15 16 2
16 17 5
17 18 7
18 19 1
19 20 8
20 21 10
21 22 2
22 23 7
23 24 3
24 25 1
25 26 5
26 27 2
27 28 4
28 29 5
29 30 1
30 31 4
31 32 1
32 33 10
33 34 3
34 35 1
35 36 6
36 37 1
37 38 7
38 39 10
39 40 3
40 41 6
41 42 2
42 43 4
43 44 3
44 45 2
45 46 10
46 47 7
47 48 4
48 49 6
49 50 7
50 51 3
51 52 1
52 53 5
53 54 1
54 55 2
55 56 3
56 57 10
57 58 7
58 59 6
59 60 9
60 61 5
61 62 7
62 63 1
63 64 1
64 65 3
65 66 1
66 67 10
67 68 3
68 69 3
69 70 1
70 71 2
71 72 3
72 73 4
73 74 4
74 75 2
75 76 6
76 77 10
77 78 6
78 79 8
79 80 1
80 81 7
81 82 7
82 83 5
83 84 5
84 85 4
85 86 9
86 87 1
87 88 9
88 89 8
89 90 2
90 91 10
91 92 3
92 93 7
93 94 9
94 95 6
95 96 7
96 97 1
97 98 1
98 99 5
99 100 9
100 101 2
101 102 4
102 103 9
103 104 6
104 105 6
105 106 5
106 107 3
107 108 6
108 109 8
109 110 3
110 111 1
111 112 3
112 113 6
113 114 9
114 115 3
115 116 6
116 117 10
117 118 8
118 119 5
119 120 2
120 121 1
121 122 7
122 123 10
123 124 6
124 125 9
125 126 5
126 127 1
127 128 7
128 129 6
129 130 2
130 131 3
131 132 8
132 133 4
133 134 2
134 135 5
135 136 10
136 137 8
137 138 3
138 139 7
139 140 6
140 141 6
141 142 9
142 143 4
143 144 4
144 145 8
145 146 6
146 147 8
147 148 5
148 149 4
149 150 3
150 151 6
151 152 10
152 153 6
153 154 6
154 155 6
155 156 10
156 157 6
157 158 10
158 159 3
159 160 3
160 161 3
161 162 6
162 163 3
163 164 7
164 165 5
165 166 6
166 167 4
167 168 4
168 169 1
169 170 1
170 171 4
171 172 4
172 173 1
173 174 1
174 175 4
175 176 8
176 177 4
177 178 7
178 179 2
179 180 7
180 181 1
181 182 3
182 183 9
183 184 4
184 185 9
185 186 7
186 187 10
187 188 1
188 189 9
189 190 10
190 191 10
191 192 10
192 193 6
193 194 4
194 195 1
195 196 10
196 197 8
197 198 7
198 199 1
199 200 9
72 97 3
178 9 1
8 68 4
81 27 6
3 127 4
39 135 8
49 77 5
84 142 6
196 122 6
121 98 6
160 163 10
51 149 10
85 82 9
111 115 5
145 72 3
190 182 7
100 174 8
65 76 4
34 4 5
139 14 8
60 149 5
29 180 5
175 53 7
173 142 5
74 151 10
169 150 1
56 147 10
55 89 4
175 78 5
0 15 6
2 161 1
66 9 9
198 24 4
5 187 5
22 79 1
194 69 5
117 196 3
170 165 6
194 4 7
150 31 3
179 123 10
26 86 8
165 99 1
26 1 8
13 199 8
11 140 7
77 2 2
65 186 2
107 186 9
116 189 10
116 160 9
157 62 10
20 70 8
43 109 7
31 153 10
129 199 5
79 139 5
142 150 2
43 194 2
14 186 1
89 65 8
39 15 2
69 36 10
74 61 6
77 42 4
137 15 5
177 165 8
29 80 3
99 63 10
158 33 3
107 101 5
102 3 6
72 28 4
27 14 4
157 50 1
15 36 4
11 52 7
195 47 3
124 125 10
152 15 8
149 27 2
48 111 7
63 150 5
41 158 6
53 104 1
143 169 6
6 37 4
196 71 7
156 9 6
4 82 7
196 114 7
186 177 7
109 35 10
7 48 7
62 90 2
73 80 5
189 134 9
56 88 3
86 179 10
47 133 2
55 45 3
140 11 8
160 63 4
92 79 7
35 61 10
116 115 7
126 37 10
98 115 8
126 6 1
105 182 2
66 191 6
165 198 6
179 137 7
7 185 8
35 187 10
51 161 4
155 184 4
86 148 5
173 169 8
76 109 4
9 116 3
84 35 9
132 174 9
171 189 6
125 111 7
119 63 4
114 17 3
126 180 3
106 130 6
154 112 10
111 2 7
189 142 9
66 32 8
54 23 4
77 137 7
168 191 5
194 46 5
91 73 9
164 83 4
86 16 10
39 25 10
185 22 10
47 10 3
102 68 6
75 149 9
16 50 2
28 21 10
137 193 4
73 180 4
56 42 10
126 117 3
85 190 4
107 121 6
26 12 9
67 17 10
70 194 10
135 25 6
93 117 4
198 87 10
167 39 1
105 177 9
114 111 7
148 61 3
114 39 7
155 76 9
188 45 5
152 97 9
159 63 4
13 92 3
94 20 6
183 125 8
73 128 10
172 198 5
192 6 2
124 65 8
100 196 9
156 111 2
40 74 5
170 76 7
118 0 1
42 14 6
99 179 5
121 3 10
8 38 1
158 71 5
126 31 4
126 120 2
114 3 1
178 153 1
109 34 1
155 83 7
7 191 10
27 171 7
32 135 4
71 95 10
76 122 3
51 133 9
5 101 1
5 112 6
49 179 6
129 148 5
87 2 4
71 113 7
118 47 1
175 114 8
31 52 8
75 51 9
113 148 10
30 142 7
187 189 7
182 2 1
104 6 4
116 153 2
178 47 7
187 189 5
146 177 10
71 175 6
47 148 2
44 32 9
112 198 1
16 25 4
81 72 9
38 39 5
10 183 5
101 22 10
153 60 9
85 77 10
31 64 8
7 139 8
142 40 3
180 114 6
8 110 9
177 198 10
34 171 3
142 39 4
156 74 6
199 133 5
49 114 9
6 33 8
17 87 9
132 6 8
30 187 9
140 27 8
158 106 9
146 185 7
156 47 10
152 57 3
42 138 2
164 174 2
8 75 1
84 151 9
129 158 8
90 54 1
23 19 3
97 75 7
30 101 2
154 1 2
144 81 9
122 50 7
155 0 5
121 104 7
71 92 3
146 73 9
195 59 5
20 159 9
42 141 3
62 7 10
153 3 8
7 17 3
118 87 8
155 9 3
83 62 3
192 122 10
134 167 7
101 166 3
59 30 1
164 153 2
60 139 1
151 75 2
23 129 9
157 15 9
161 117 7
53 120 7
22 75 10
0 108 1
78 160 7
40 18 2
125 92 6
87 87 4
38 134 3
149 51 8
57 140 10
4 29 9
114 51 7
17 110 5
162 155 4
92 140 8
14 18 3
112 38 2
93 119 3
